cell_id,well_id,cluster_id,true_cell_type,n_genes,n_counts,pct_mito,doublet_score,ambient_rna_score,stress_signature_score,structural_marker_score,calcium_marker_score,fibroblast_marker_score,stress_marker_score,cell_cycle_marker_score,qc_decision,qc_reason,qc_near_threshold
W0000_C010,W0000,1,immature_cm,2778,6740,12.703919759290041,0.06522912622256204,0.41248694155699495,1.1587938150604757,-0.0842230694901138,-1.2773855879460079,0.001795593199648155,0.3890386288646466,1.8832891555077458,drop,ambient_rna,False
W0000_C011,W0000,3,ventricular_cm,2187,8138,14.153181256111724,0.1267904373514789,0.2179595108417687,0.6980255432554623,0.07443175457630125,1.210485554067255,0.35130152111713797,0.9122364181452615,-0.4631898730093507,keep,pass,False
W0000_C012,W0000,4,stressed_cm,2490,7029,15.322538615618935,0.07301755084764505,0.4520003476926243,0.1621863283153666,2.4461590568783427,1.8249523139736188,0.06355525922522302,0.6372313649327467,-0.7904868264743162,drop,ambient_rna,False
W0000_C013,W0000,1,immature_cm,2363,6508,17.255951452365476,0.10642165660162431,0.3346816683243039,0.7940554378957865,0.3136122707265969,-0.4190407587547402,0.35908238244837365,0.3446544035464238,-1.150029785552913,drop,ambient_rna,False
W0000_C014,W0000,2,ventricular_cm,2315,8759,6.911406024432093,0.18317417843639797,0.4252747466313526,0.7799909964527503,0.6723945658970043,1.0541607164733071,-0.6904530356549465,1.3081050403361507,0.3934867692630237,drop,ambient_rna,False
W0000_C015,W0000,1,immature_cm,2541,7714,10.760970062589859,0.16965055035295287,0.2579233773784734,-0.6586092650684419,0.3603591297148325,2.2808785223913293,-0.3937819089572708,-0.19153090391478672,0.05625087345908927,drop,ambient_rna,False
W0000_C016,W0000,3,ventricular_cm,2860,7949,12.999942010041291,0.25158581128626023,0.29818546977462135,0.4941843766945082,1.006618628194874,0.7859982479511588,-0.1950049049401788,0.5936339447476028,-0.2116529665403388,drop,ambient_rna,False
W0000_C017,W0000,1,immature_cm,1628,8364,18.03471280577067,0.1771838955945676,0.1657297251482574,0.6067158646025548,1.668130340130741,1.3342151949530359,-0.0773702706503981,0.02283654136991231,0.770933281053574,review,near_high_mito,True
W0000_C018,W0000,5,fibroblast_contamination,2800,8326,10.869085831851487,0.3565717440440667,0.4164620483871606,-0.3006072042303869,-0.19935929031529775,0.2684039923897403,0.5012027518820048,0.07308577432014185,-0.3229179735047683,drop,doublet;ambient_rna,False
W0000_C019,W0000,4,stressed_cm,2405,6806,18.645362980054752,0.0734449015524104,0.13324833322296858,-0.2173277414840209,1.2946239559478447,-0.46724367226304986,-0.7617970993545619,0.6690532007789849,-0.4127690796297996,review,near_high_mito,True
W0000_C020,W0000,5,fibroblast_contamination,2437,8404,10.830872765202253,0.018749550100018494,0.202679088440029,-0.15941323918854633,1.9088578010247788,0.5114670906089575,1.1423837341562462,0.49997402605469665,0.774651381882719,keep,pass,False
W0000_C021,W0000,1,immature_cm,2370,9049,12.732520052795884,0.05188929507781576,0.32530968419095874,0.7383858177981479,0.011154866173141875,1.3899868579774872,-0.2895815876365983,0.23287795649259535,-1.46471059741975,drop,ambient_rna,False
W0000_C022,W0000,2,ventricular_cm,2770,9258,17.979724015029234,0.02272039454103812,0.3065258974706539,1.2211838041798568,2.1791144361428203,-0.45192182017745064,0.05365943153523025,0.6244171044428688,-0.34176765915319407,drop,ambient_rna,False
W0000_C023,W0000,3,ventricular_cm,2629,9671,12.127577898351857,0.04536257375587143,0.37241499169209547,0.4025036888092628,1.176955817558933,1.7638605293283853,0.4438650584309793,0.6796544709531589,-0.1857017085307973,drop,ambient_rna,False
W0000_C024,W0000,2,immature_cm,2127,7731,17.004281649203048,0.3445206919074718,0.21550266679676805,0.352224826854008,-0.6003094056306453,0.1721982271440245,-0.4868982177661453,1.1464642055867322,0.6910590050302553,review,near_doublet,True
W0000_C025,W0000,5,fibroblast_contamination,3449,8147,10.741400882224692,0.3156361742598641,0.19963299395789436,0.3644077710501601,0.5571085337685784,1.5455581261992228,0.9966019441939713,0.38579150555616026,-0.3533783274946183,review,near_doublet,True
W0000_C026,W0000,4,stressed_cm,2239,8602,12.07637702344713,0.016452065206802067,0.29738475771756473,-0.3067118752849438,0.8606543282304353,-0.40397556262264145,0.09567123266991494,-0.04266508495519361,-0.7227955645398981,drop,ambient_rna,False
W0000_C027,W0000,1,immature_cm,2191,7062,11.602040460662284,0.19167967497688493,0.15520222815959817,0.18250004304240885,1.971855110338136,0.971501536005313,-0.66046091586752,0.516660518877466,-0.2006189844520615,keep,pass,False
W0000_C028,W0000,1,immature_cm,3282,7517,15.87438186724675,0.087515624660095,0.2784190194613809,1.0277118494398931,0.4655719257029932,1.2489389830661644,-0.1479343544298887,0.16413551891373668,0.4828185082026757,drop,ambient_rna,False
W0000_C029,W0000,3,ventricular_cm,2490,7562,17.42946328856513,0.08303880735984413,0.23342607968886547,1.011157419256242,1.7047002381220955,0.6048220756026413,0.43638461747034474,0.7394083025249877,0.4959072091623025,review,near_ambient,True
W0000_C030,W0000,4,stressed_cm,2319,7900,10.508328881103603,0.322628042672291,0.3215929999409132,0.41750141334299107,1.1213598120295734,1.809327322863167,0.07577097871395082,0.6042845485590006,-0.5853207029370852,drop,ambient_rna,True
W0000_C031,W0000,4,stressed_cm,2437,7160,15.804732196433582,0.16613962488252376,0.4076964943908904,1.032832175389343,0.48309497384948324,-0.527143029139757,-0.2210117327515716,0.19982213892294032,0.5555642150998995,drop,ambient_rna,False
W0000_C032,W0000,2,ventricular_cm,2792,9577,12.184661070535912,0.0354813827403275,0.17611538510738967,0.30726321131431433,1.3564102015394066,1.2407973102959335,-0.49735632936552693,0.467827011294882,-0.24614380191346855,keep,pass,False
W0000_C033,W0000,1,immature_cm,1869,4748,18.526075071371917,0.08172295024297402,0.18419657107810486,0.36518381602406436,-0.3024440805445093,0.9867852393416882,-0.28860574500305414,0.6736630162475941,1.4268175499794218,review,near_high_mito,True
W0000_C034,W0000,1,immature_cm,3179,8641,16.683724934559464,0.14715108873687502,0.4124208532322494,0.5091401429823432,0.6213601429075883,-0.1828092305750123,-0.11791203959244478,1.1451283518267308,-0.6538845000842917,drop,ambient_rna,False
W0000_C035,W0000,4,stressed_cm,1710,7387,12.533833412237676,0.11054608267999028,0.2248006265776958,-0.08492012922896541,0.6944174336310376,-0.3694605420332628,0.005491353439992205,0.31703098823539233,1.1886552519650115,keep,pass,False
W0000_C036,W0000,5,fibroblast_contamination,2298,6507,15.104017819402568,0.0725543846606474,0.4447554412452248,0.40298818410781667,-0.47255743341903866,0.41623681195047235,1.4338029512948403,0.5337691062194388,1.8815700454613018,drop,ambient_rna,False
W0000_C037,W0000,2,ventricular_cm,2604,7011,11.237334901953773,0.036511753156976134,0.3750697501854299,0.46365717051738775,2.4787733185409366,2.2723389156742995,-0.7836947455924109,-0.051323394561964664,-1.5666306536644106,drop,ambient_rna,False
W0000_C038,W0000,5,fibroblast_contamination,2207,5544,18.94973256565558,0.0336036126684359,0.20933326977156452,0.6572458967825163,1.3667836498549093,-0.4274099626636869,1.2608051235337454,0.663349331618218,0.2858286364871723,review,near_high_mito,True
W0000_C039,W0000,4,stressed_cm,2548,6566,14.792314947275877,0.15320833251615454,0.15536781971369418,-0.005197918072132657,0.5733508918357808,-0.2624190677929047,0.5678597125119406,0.25712741793379035,-0.192844055204923,keep,pass,False
W0000_C040,W0000,0,immature_cm,2416,6242,14.825229738647826,0.10199508402689152,0.168954758048716,-0.08586974387212365,-0.6436409463829427,0.6998819857820602,0.6190219000809939,0.7589451744605513,0.7156255367883648,keep,pass,False
W0000_C041,W0000,2,ventricular_cm,2345,9562,9.301153368556461,0.12705286667975585,0.16054542068358738,0.007007698824136099,0.752419349658914,-0.15300049371012037,-0.2114408007061791,0.6909809808398562,-0.231555458891752,keep,pass,False
W0000_C042,W0000,1,immature_cm,2362,6079,19.860805488930236,0.12048889819240806,0.2853757183949724,0.9409047566796485,0.4255293288728699,-1.3169906008145313,-0.46580513273994684,0.41660486563595156,0.5478392250079998,drop,ambient_rna,True
W0000_C043,W0000,2,immature_cm,2665,7905,12.886600693198687,0.039928242138435044,0.13353737981044933,0.061658587571500334,0.5400681796862228,0.9276152371293969,0.6536928491136775,0.06494543550180581,-0.6998037262717814,keep,pass,False
W0000_C044,W0000,4,stressed_cm,2867,8627,14.784970463105832,0.03948228532810875,0.2689188780830597,0.6865912917276682,2.2283130543141536,1.0520626621995994,-0.04766008580143576,0.8009374191034214,-0.9078287495936668,drop,ambient_rna,False
W0000_C045,W0000,4,stressed_cm,2535,7930,15.478533556647612,0.2515558785819362,0.39034412762462245,0.6346015887345855,1.0165714508749297,0.8031358799945375,-0.4301371787465477,1.3291313025689475,-1.069209430033372,drop,ambient_rna,False
W0000_C046,W0000,5,fibroblast_contamination,2860,6183,16.705683139643607,0.08429114494543864,0.1562947691866705,0.24476901440668541,0.5619464060143005,1.0111636144501652,0.7135933296477186,0.8763515677186555,0.13276415458471857,keep,pass,False
W0000_C047,W0000,2,ventricular_cm,3401,9036,16.768213120005854,0.19654221081290527,0.346204422622532,0.1461620011213003,0.7895277095022744,0.29514938707377825,-0.2850692377927405,0.5873067598044406,-0.3903672656716766,drop,ambient_rna,False
W0000_C048,W0000,2,ventricular_cm,3090,8365,10.043500613656795,0.016176750657163064,0.25537617460613954,-0.12069903195523657,1.2216217966606397,1.743609273683553,0.2759793735199979,0.9284773262779247,-1.1595086529646468,drop,ambient_rna,False
W0000_C049,W0000,2,ventricular_cm,2432,7767,11.736874252506167,0.3676414699320756,0.2239044524623463,0.7723860508427478,1.205183848964704,1.4071229871853037,0.3804943609917696,0.3158827748166353,-1.1535979325523011,drop,doublet,False
W0000_C050,W0000,2,ventricular_cm,2852,10199,5.611869801084958,0.23736894915244136,0.17212914155884257,-0.7572156881428678,2.249489689109882,0.6554681473751304,0.21234310120931152,0.030923193591265774,0.1849683454021287,keep,pass,False
W0000_C051,W0000,2,immature_cm,2683,8500,13.566558987105896,0.09636488964023199,0.16792829669562132,-0.03375665783346071,0.5559451350185977,0.22343794254716712,0.021997157588170897,0.23003502561160566,-0.9001833731028819,keep,pass,False
W0000_C052,W0000,3,ventricular_cm,2817,10832,7.627396815359958,0.40651870683142866,0.3109616908045365,-0.30602966774015017,0.5784293946991492,-0.28331427214185423,0.010105583057443756,0.005935094418437481,0.1881457341750738,drop,doublet;ambient_rna,False
W0000_C053,W0000,2,immature_cm,2812,8913,12.318772288262535,0.1306986990703436,0.17422306089390044,-0.07770125551746454,1.6872010263587607,-0.009182487438213705,0.061506402823660856,0.6020237673154989,-0.7351660818478587,keep,pass,False
W0000_C054,W0000,0,immature_cm,1943,7193,13.368070684124033,0.13664312405215998,0.13900226487020717,0.1096552744387993,0.4882451757690912,-0.11098267658409001,0.9322866285384297,1.2973098818319566,2.0657360089094463,keep,pass,False
W0001_C000,W0001,1,immature_cm,2223,5441,17.31067144472609,0.021876321530737364,0.26333477440258185,0.6102330154259938,0.8897394689796503,0.37103956820275596,0.15130793809357962,0.6949917059290464,-0.7512252510394013,drop,ambient_rna,False
W0001_C001,W0001,1,immature_cm,2914,9039,7.915758449046561,0.0046611074675547,0.12114288950333627,-0.5179191163060131,-0.2138546015862135,1.5346488161915843,0.03737931270969345,0.4314409976928648,-0.01490897542409303,keep,pass,False
W0001_C002,W0001,3,ventricular_cm,3000,10662,8.690665524305606,0.17720073129382763,0.546413861246808,0.3072780555964032,0.4608059916845453,1.2423865750811938,0.5325889097588848,0.0792969156674238,-0.6966079748421312,drop,ambient_rna,False
W0001_C003,W0001,2,immature_cm,2048,5929,12.131915395549182,0.3141834308484068,0.1176252254071018,-0.903088669949105,-1.2269700702975095,-0.346184307872641,-0.6207226435032761,0.7369892063692105,0.5417216081483995,keep,pass,False
W0001_C004,W0001,1,immature_cm,2218,6960,17.280124624412732,0.07249277003784428,0.6006324213548273,1.2541438206975677,0.8358315797292161,-0.32074716353248767,0.4342247376907751,1.4457095214063505,-0.13178694344279285,drop,ambient_rna,False
W0001_C005,W0001,1,immature_cm,2444,7551,9.445415904838159,0.1646215891143099,0.47837189697147564,0.19513495271446724,-0.02953452318615324,-0.45686000452372477,0.2958013631055923,0.06787425994057,1.3544676167311214,drop,ambient_rna,False
W0001_C006,W0001,2,immature_cm,2578,8287,7.7481308213559545,0.12782942293805777,0.2042050966389664,0.2305065204343495,1.5707894007182492,0.0721421593694277,0.19787903195968318,0.2843120156659206,0.4428065672802671,keep,pass,False
W0001_C007,W0001,5,fibroblast_contamination,2114,6433,23.16128416233368,0.21952961975930047,0.34815312913115243,1.0280590190708998,-2.0167095126102117,-0.24786833026507793,1.228319066496411,1.2078893511893207,0.507228152625592,drop,high_mito;ambient_rna,False
W0001_C008,W0001,3,ventricular_cm,2592,9489,9.886446569221562,0.1273545671830729,0.38198163447709554,1.047758375632537,0.780932652542387,1.703082982450837,0.2651703868788714,0.5708400916963509,-1.4552296397477378,drop,ambient_rna,False
W0001_C009,W0001,2,immature_cm,3155,8833,16.050707086087847,0.03599842200365226,0.37966469642501016,-0.3098627387570676,0.5598490971789962,-0.34030004621397425,0.07203775669748748,0.4419433550174412,-0.2825426918963967,drop,ambient_rna,False
W0001_C010,W0001,1,immature_cm,2788,7697,8.59953043320469,0.000736008650063951,0.4375326829096602,-0.5643287271047948,-1.110720299709341,0.6627948891366873,0.014667090849216243,0.20936324592707314,-1.2432563213138959,drop,ambient_rna,False
W0001_C011,W0001,2,ventricular_cm,2425,8983,9.7028934909931,0.20506285239743574,0.45259490610179315,0.38132479935373986,1.1097288184227314,0.4894237410195211,0.012717991915244512,0.5781797716865037,-0.23810554074826712,drop,ambient_rna,False
W0001_C012,W0001,4,stressed_cm,2606,9824,12.15089255260098,0.030359246306076115,0.20825741970438405,-0.20591495652486325,0.9074762633100754,0.14291120597754947,0.3182784916046302,0.4817665549003699,0.23923363424545013,keep,pass,False
W0001_C013,W0001,1,immature_cm,2268,9475,17.7892815025884,0.3370850611148877,0.472180392196499,0.9285164296429271,1.4534439731479245,1.6956947221325178,-0.31564480139000567,0.7836107833271807,-0.5830620898652074,drop,ambient_rna,True
W0001_C014,W0001,2,immature_cm,2511,7704,15.565376029386737,0.25189913326194174,0.3551493690712811,0.9419601466911609,1.3840655241169797,0.7639375755496072,0.2627216986473225,0.6794921723679016,-0.012421242587743908,drop,ambient_rna,False
W0001_C015,W0001,1,immature_cm,2021,9319,12.931808245170805,0.08870306401660795,0.5871986267491451,0.20472283817361303,1.0417018646786986,0.4827000523536913,0.6536531670385031,-0.18620074956961297,-0.049182072188648035,drop,ambient_rna,False
W0001_C016,W0001,2,ventricular_cm,2450,8650,10.113181470251135,0.0774992510732943,0.19859270782855148,0.6673632646306875,1.1465134201190144,-0.09461648549820834,0.05971318892278976,0.7261681484815152,-0.3178392019705223,keep,pass,False
W0001_C017,W0001,0,immature_cm,1647,5995,19.56369996315816,0.057785053282836535,0.25548532138083774,0.39824013070850084,-0.6421619681533232,-0.9662629421662652,0.07372553109786899,0.5191891178948495,0.2159678517672004,drop,ambient_rna,True
W0001_C018,W0001,3,ventricular_cm,3918,8045,12.842861192896251,0.0723887063739789,0.27818174305632287,0.4924803619000202,2.5138885111236977,0.9130964351128781,0.15741212027871535,0.29147649181014057,-1.2094019949686856,drop,ambient_rna,False
W0001_C019,W0001,0,immature_cm,1575,6922,9.997653010130872,0.10387691483074836,0.14175485884011807,-0.4895040910737789,-0.1777511782402197,-1.5074110666454836,-0.0781811410519066,0.8075848795321066,-0.4292355117064183,keep,pass,False
W0001_C020,W0001,4,stressed_cm,2778,9830,12.62345914486184,0.08412875141919926,0.17669328796400857,0.377339315850449,0.7372956397569272,1.4623128893532824,-0.6825091155832698,0.26037297753542504,-0.8551826166574032,keep,pass,False
W0001_C021,W0001,2,immature_cm,1703,5944,17.24664020703205,0.1575296736431853,0.3083099510512399,0.5255287440207175,0.31030201929657525,-0.6692619578351531,0.5613869723936693,0.046591697406198174,0.6591517901085522,drop,ambient_rna,False
W0001_C022,W0001,1,immature_cm,2564,8455,12.419868093379899,0.2831480648307613,0.21478492600511945,-0.3510969863256497,1.0569775108947366,1.2232891689468974,-0.23534771468455493,0.11864193519304844,-0.5145654762016825,keep,pass,False
W0001_C023,W0001,5,fibroblast_contamination,2522,6721,11.52730317940873,0.14285366260005128,0.2768081676542773,0.6466061364225326,2.2041749176872143,0.20655514449068002,0.9822235708626046,0.6093701641440721,0.32274654151880655,drop,ambient_rna,False
W0001_C024,W0001,1,immature_cm,2145,7165,7.457916345925437,0.0972049452002877,0.27595220102187445,0.002201937104963747,0.07593449391290374,-0.08556297404814894,0.24447389770096725,0.11581205057300975,-1.1009672169722595,drop,ambient_rna,False
W0001_C025,W0001,4,stressed_cm,1905,8951,12.178067316784176,0.543791918611505,0.2957739221934111,-0.26901946435417856,0.7182012710837216,0.551798094333203,-0.14927154242879292,0.5158833700191982,0.10580359183467114,drop,doublet;ambient_rna,False
W0001_C026,W0001,2,immature_cm,2699,7578,11.743165803384933,0.12072938013439513,0.2014713217364847,0.42364023501744885,-0.19846042052834156,-0.6923562003214648,0.2638905927148721,0.5729516678351645,-1.2040449105049704,keep,pass,False
W0001_C027,W0001,5,fibroblast_contamination,2810,8774,19.097425674813742,0.12087534963984842,0.33444257060905624,1.0630550017330203,0.022517770793983302,-1.094703549924924,1.467855709241615,0.14250162238819764,-0.06060297474498805,drop,ambient_rna,True
W0001_C028,W0001,1,immature_cm,1487,5619,14.301015616925577,0.09941800128757355,0.15116315947446615,0.3230061048758066,0.7435773973835321,0.05680274296261678,0.013726369159757047,0.9891716445888216,0.21091066678633646,keep,pass,False
W0001_C029,W0001,2,ventricular_cm,2489,8575,17.309636108990887,0.08817309677270604,0.36572765601618895,0.7778933575767115,1.3545371071813885,0.16398946557049654,0.19760299813715052,1.2274977449407771,-0.6609832242714158,drop,ambient_rna,False
W0001_C030,W0001,1,immature_cm,1364,7146,21.211422656408917,0.49387383300621746,0.24470125892665961,0.2522813771255814,-0.19326206565347848,-0.4502613427343885,0.25030132230718494,0.5226068369914951,-0.6232344703911761,drop,high_mito;doublet,True
W0001_C031,W0001,1,immature_cm,2536,8991,14.043426033400248,0.09867319488771477,0.2213779884151275,0.4000606893594596,-0.910557236022851,1.5261860635850109,0.6364472110320949,0.3159511318365737,0.35004879439444786,keep,pass,False
W0001_C032,W0001,1,immature_cm,2372,7775,16.59668551126367,0.14764403575471063,0.48670854902990074,-1.015961560693194,-0.48828488482630034,0.6847145968089992,0.18602114777917092,0.6718760821399399,1.1294697730597498,drop,ambient_rna,False
W0001_C033,W0001,2,ventricular_cm,3054,7246,10.17426680148073,0.028945984761405287,0.15133733208420594,0.28721233851887007,0.6802938769706738,0.7318604048518403,0.46516657381965804,0.2964679508858479,0.5694414917739901,keep,pass,False
W0001_C034,W0001,3,ventricular_cm,3194,10099,12.776550164848242,0.33287065072032956,0.33103636558262306,-0.04441725870798097,1.2895444410132815,1.5687075706157318,-0.10590081877141917,0.2620921539702986,-0.014271044187063597,drop,ambient_rna,True
W0001_C035,W0001,2,ventricular_cm,2901,9509,5.323020711234189,0.023699745711539086,0.17797841571685988,0.4366052591836844,0.6341230998554797,-0.13542175215324415,0.2910912867828471,0.5240451271837084,-0.5500167026829416,keep,pass,False
W0001_C036,W0001,3,ventricular_cm,3762,7464,5.129888497666665,0.31528277587920805,0.32554791231325386,0.19853542769989385,0.7439408458502381,1.936747649096467,-0.45248805917879814,0.3292839548182912,-0.8840899887085975,drop,ambient_rna,True
W0001_C037,W0001,1,immature_cm,2798,8052,16.525616747544863,0.2333423937961502,0.20846610934992868,0.1805986169650411,0.9304130657165506,0.5821223927751101,0.35353855966939746,1.0873285320428403,0.27435526200764665,keep,pass,False
W0001_C038,W0001,5,fibroblast_contamination,2450,5456,15.896716744901909,0.07795331464502772,0.34707680048860357,0.7588132439467175,0.9377344851120306,-0.30103327254431406,0.8645512330518025,0.9891166138334802,-1.2457332547976243,drop,ambient_rna,False
W0001_C039,W0001,5,fibroblast_contamination,2955,6971,11.33163891238674,0.07321355097673027,0.20834731457739097,0.12540122185673974,1.4526864737740512,0.1372966811237909,1.309818890900544,0.8877227595720119,-0.924284898625298,keep,pass,False
W0001_C040,W0001,1,immature_cm,1431,8459,8.67260525646958,0.05041849103631858,0.3775200582709729,-0.15889216846075338,-0.3647624216703323,-0.3493589682404468,-0.11701235214811705,0.8677003422060852,-1.336532628220572,drop,ambient_rna,False
W0001_C041,W0001,1,immature_cm,1831,6968,16.867087473313163,0.09228518740412549,0.1731363197134005,0.4589142835209028,-0.13331989693845242,-0.18403576908574304,0.4068346384581108,1.0080363524702631,0.5867230857766585,keep,pass,False
W0001_C042,W0001,5,fibroblast_contamination,2146,5351,18.71297104871986,0.19066348346212186,0.2898731971484042,0.7917626077182378,-2.456761497894398,-0.23229578318338107,0.47977469490990865,0.932966580288011,-0.09660475062761759,drop,ambient_rna,True
W0001_C043,W0001,2,immature_cm,2966,8026,5.32586545761962,0.14016589625262993,0.17356865401992233,-0.2721169202886764,1.5528151290027257,0.9566436333315533,0.3793119019075742,0.30510942479555014,-0.2918909355901027,keep,pass,False
W0001_C044,W0001,2,immature_cm,2840,7256,18.004247547607843,0.10290750398548072,0.32939346454906604,1.0627788297366183,0.2982004438040229,0.7863879642941259,0.34803317876457573,1.0193718595254262,-0.19394849419413446,drop,ambient_rna,True
W0002_C000,W0002,2,ventricular_cm,3021,8747,15.673475510270555,0.09034172226918717,0.1539629588614697,0.3522121357714525,0.7633535055367738,-0.4998812798994342,-0.1669526685039497,0.3978957034985776,-1.177170061131432,keep,pass,False
W0002_C001,W0002,2,ventricular_cm,2173,9370,15.751772237120052,0.30449307491682004,0.23820414312270022,0.12435200739105934,0.4998203018633247,1.5229885762313695,0.06714812263636342,1.182599011141566,-0.5834714803853238,review,near_ambient,True
W0002_C002,W0002,5,fibroblast_contamination,2217,8131,9.145791386397452,0.1410329325280851,0.3485251228232226,0.5293649711423836,-0.12757103559483118,0.2838364563145863,1.158264199991606,0.6294617682933423,0.4704262185138633,drop,ambient_rna,False
W0002_C003,W0002,3,ventricular_cm,2778,9378,13.850130534020634,0.017891692561577507,0.21004177358788603,0.9442816566191508,0.24447816338224904,1.8824742771252896,0.6087824942824549,1.1358189434678847,-1.0231821892961852,keep,pass,False
W0002_C004,W0002,1,immature_cm,2445,6522,14.665155843253519,0.20851226212875207,0.18227819473513782,0.5025853168228571,0.2787235460942536,-0.37241864102653327,0.12495108629865485,0.38936066337034225,-1.9176088873972688,keep,pass,False
W0002_C005,W0002,5,fibroblast_contamination,2327,5268,19.734069586843717,0.11296627784790315,0.2560587432943281,-0.13015966940545498,0.13934838147128492,0.29661049929947647,1.339555902128287,1.357659799766688,-1.082782516705036,drop,ambient_rna,True
W0002_C006,W0002,2,immature_cm,2976,8856,16.82352362907007,0.08504169552840224,0.4154888305281228,1.1507635617351872,-1.2278366669169607,-0.0630525788014552,-0.11253685768090207,1.0247447476670357,0.46376876218699853,drop,ambient_rna,False
W0002_C007,W0002,4,stressed_cm,2976,9690,6.045792257834724,0.01522697626534468,0.29054821462282276,-0.07074913688056239,1.9529217542220114,0.20387846127221082,-0.0937285330565349,0.7194883088418378,0.15392215799117553,drop,ambient_rna,False
W0002_C008,W0002,3,ventricular_cm,2410,8039,13.461356063036922,0.09237375700233667,0.8174624734692026,1.4033354554884068,0.5876702375102546,0.17680772000863842,-0.4614530487722285,0.9615546241819378,1.5833895564697467,drop,ambient_rna,False
W0002_C009,W0002,3,ventricular_cm,3554,11035,6.6905878357920825,0.2457190240888496,0.226653453745166,0.5064308425236406,3.204541538473516,2.0661890719892093,-0.29208210335442714,1.0263472150876858,-0.8187590865110373,review,near_ambient,True
W0002_C010,W0002,2,ventricular_cm,2941,9907,11.669192761417909,0.15735661314598498,0.35796828638371436,0.4278326769463372,2.42413718593534,1.294938361502782,0.42395775730779167,0.561530597861291,0.663460797467419,drop,ambient_rna,False
W0002_C011,W0002,1,immature_cm,2352,7259,9.326920794061937,0.01838281964316098,0.1910754647259857,0.19664430897372398,0.34757429771545933,0.1932611580773234,0.05566936269179901,1.3548158900056755,-0.17765498732128124,keep,pass,False
W0002_C012,W0002,4,stressed_cm,3077,8113,11.831478495935293,0.07245979281812437,0.258824514197541,0.62029730337321,1.420949190881656,1.2282114614946988,0.046778513871917164,0.8266886866716281,-0.49957837149763373,drop,ambient_rna,False
W0002_C013,W0002,5,fibroblast_contamination,2361,7997,18.791901636276446,0.14076393387504146,0.24321076366901706,1.1722148825697989,1.6501849723798716,1.7673705515160352,0.7558520759118078,0.21330185262215529,0.45577185896593353,review,near_high_mito;near_ambient,True
W0002_C014,W0002,0,immature_cm,3305,5777,8.028246895675066,0.013797529178075273,0.1674248258162071,-0.5522406750056528,-0.6259826381453983,0.6509545798673435,-0.02655538660589337,0.7024769732108513,0.6947912156485101,keep,pass,False
W0002_C015,W0002,5,fibroblast_contamination,2336,7601,17.837017824476444,0.35576201658494616,0.16342800574427552,0.5766260871797204,0.9298736986842718,1.086492475135199,1.0511587087116392,0.7346365919280897,-0.4397582960796711,drop,doublet,False
