subject_id,anchor_time_h,outcome,cross_modal_maturation_score,early_rna_calcium_axis,early_rna_structural_axis,early_phospho_kinase_axis,early_morphology_sarcomere_axis,qc_burden_sentinel_score,annotation_contamination_sentinel_score,stressed_cm_fraction,review_rate,drop_rate,protocol_context_sentinel_score,future_calcium_trace_score,endpoint_oracle_score,donor_id,batch_id,protocol,plate_id,passage,medium,stimulation
W0021,0,1,0.6807258522272158,0.9651665334014026,1.18425689948073,0.3608005639922876,-0.08793197356651475,-0.22806000512272476,-0.7221698384634841,0.13333333333333333,0.10526315789473684,0.631578947368421,1.0386429055010156,0.5751043289638976,0.9027087410719273,D4,B2,ramp_pacing,P4,24,fatty_acid,none
W0022,0,1,0.5540911674196111,0.03861333476778096,0.19268947500053224,0.7371813824862575,1.2019239795840146,-0.5660273628784285,-0.20602334600243238,0.5238095238095238,0.125,0.5833333333333334,0.3140822248659369,1.2173318547933736,0.9319006504020856,D5,B2,high_calcium,P4,18,standard,electrical
W0023,0,0,-1.5367274323724882,-1.2230958343665082,-1.3995660549451656,-1.241635812798872,-1.6740272134696177,1.9557290757602717,1.217174703062968,0.6470588235294118,0.14473684210526316,0.7763157894736842,0.27594745220093275,-0.9195623289319954,-1.1203521261024096,D6,B2,high_calcium,P4,18,fatty_acid,none
W0024,0,0,-0.38980023008964493,-0.3097989373342282,-0.36035042461853245,-1.2239288865353102,0.16530317433359987,0.30512486137857814,-1.1737980193669044,1.0,0.2,0.5818181818181818,-1.6307911810492746,-0.7357490153705978,-1.017609563870956,D1,B3,baseline,P5,21,standard,none
W0025,0,1,0.3106569693919034,0.13810016056598562,0.3294844279599582,0.83896892523485,-0.0919129778532816,-0.16188457842930132,-0.3768071118902804,0.23529411764705882,0.07575757575757576,0.6666666666666666,1.0386429055010156,0.6392418370023226,0.9340940645826843,D2,B3,ramp_pacing,P5,20,fatty_acid,none
W0026,0,1,0.4259843910434505,0.3620972709191731,0.3939979911611652,0.30421004472378427,0.3994984613250957,-0.8519997425178675,-0.4210843845278706,0.3333333333333333,0.05263157894736842,0.631578947368421,1.133979837163526,0.8308598735476833,0.9714878623411763,D3,B3,ramp_pacing,P5,18,lactate_selection,none
W0027,0,1,0.7102189061022451,0.5261087573070338,0.7248761295513507,1.5446169125196998,-0.05639599136742622,-0.18754443775940438,-0.8350768836893392,0.4,0.18181818181818182,0.5584415584415584,1.3627884731535511,1.5191976836812129,0.8965229840834206,D4,B3,ramp_pacing,P5,29,fatty_acid,electrical
W0028,0,1,2.347930493341909,2.7150075381663723,2.3113495739205763,2.4143074544646854,1.3731158393681715,-0.8341728928780064,-1.1737980193669044,0.18181818181818182,0.08571428571428572,0.6,1.3627884731535511,1.289187536677953,0.9994351649152929,D5,B3,ramp_pacing,P5,24,fatty_acid,electrical
W0029,0,0,0.319213900044097,0.7515490975717567,0.30397909053535943,0.23732153813920945,-0.2049488320885672,0.05678204890549205,-0.5579414090440585,0.2727272727272727,0.17391304347826086,0.5869565217391305,0.27594745220093275,-1.0650969922150546,-1.030521435578825,D6,B3,high_calcium,P5,19,fatty_acid,none
W0030,0,0,-0.3056983985273683,-0.35441649204506415,-0.24309040328911707,-0.2141984707417305,-0.21446356027303723,0.3347091697826966,0.673771811601633,0.2727272727272727,0.1568627450980392,0.6274509803921569,-0.9252978867466978,0.022735410172033663,-0.9015207086485172,D1,B3,baseline,P6,31,lactate_selection,electrical
W0031,0,0,-1.338638700353617,-0.6643819451443651,-0.9256335965798228,-1.4674288298720366,-1.8599474290896618,0.9561521495251977,2.2134133374087477,0.375,0.12244897959183673,0.7142857142857143,-1.516386863054262,-0.8667224890728774,-0.9108871038731888,D2,B3,baseline,P6,25,standard,drug_pulse
W0032,0,0,-0.5745983269598733,-0.2667380358453635,-0.3817389574595776,-0.7069221060051298,-0.9680811367319083,-0.1095904347312431,0.1810865233433566,0.65,0.11392405063291139,0.6329113924050633,0.7526321105134847,-0.8168281229025042,-1.0978446233196737,D3,B3,ramp_pacing,P6,26,standard,none
W0033,0,1,1.4620112143544526,1.3155446212174928,1.6023514405070964,1.4701318880766974,1.1087117942142317,-0.49546274972064347,-1.1737980193669044,0.0625,0.16071428571428573,0.5535714285714286,0.600093019853468,1.735745577749525,1.016784177416338,D4,B3,high_calcium,P6,18,fatty_acid,electrical
W0034,0,0,-2.111721283012608,-1.3054211868009427,-1.4668652760715721,-2.155682554437584,-2.966221757788321,1.725587369344031,1.7900119178117913,0.5625,0.16393442622950818,0.7377049180327869,-1.6307911810492746,-0.75350969472213,-1.0837847447290156,D5,B3,baseline,P6,21,standard,none
W0035,0,1,-0.2185764638166397,-0.06540003491022385,-0.475566816108168,-0.11235603633322401,-0.02938988844106473,0.6335710608038994,0.5198076590209217,0.4166666666666667,0.2222222222222222,0.5873015873015873,0.7526321105134847,0.3099706204178969,0.9969354895974522,D6,B3,ramp_pacing,P6,22,standard,none
W0036,0,0,-0.9301417908525302,-0.5290756206920633,-0.7813449532409058,-0.5706740875617534,-1.6395597697785287,0.7638441927875,0.27786399067980366,0.7857142857142857,0.10256410256410256,0.717948717948718,-1.6307911810492746,-0.5667080874191468,-1.0166248430847533,D1,B1,baseline,P1,31,standard,none
W0037,0,1,0.24996881021098297,0.35867391043557134,0.27688233710930216,-0.3311506382750209,0.4491499176138266,-0.18754443775940438,-0.8350768836893392,0.75,0.09090909090909091,0.6493506493506493,-1.2494434543992332,0.47858361597905125,0.9195392304514801,D2,B1,baseline,P1,25,lactate_selection,none
W0038,0,0,-1.3897973795205674,-1.3930517516570848,-1.366990171919058,-1.0348039430710505,-1.2664771461759874,1.5531873096988897,0.5198076590209217,0.75,0.08064516129032258,0.8064516129032258,-1.1350391364042207,-0.9880239942678141,-1.0808432940925377,D3,B1,baseline,P1,24,lactate_selection,drug_pulse
W0039,0,1,1.9738685606377053,1.6377380918043187,2.0230913010994795,2.2064713484015273,1.6415389588384408,-0.7929784160075156,-1.1737980193669044,0.21739130434782608,0.05405405405405406,0.6351351351351351,1.3627884731535511,1.2123856937231028,0.8599197169022514,D4,B1,ramp_pacing,P1,24,fatty_acid,electrical
W0040,0,0,-0.12401621827218116,-0.20081540396596925,-0.4117178905672142,-0.04346942662141337,-0.20081311026138773,-1.3234208774386427,-1.1737980193669044,0.6875,0.13333333333333333,0.5111111111111111,-1.3066456133967392,-0.5047400098797613,-1.1534618418800595,D5,B1,baseline,P1,24,standard,electrical
W0041,0,1,0.8300747579379655,0.3612762997286273,0.5730478505002303,1.5760185081847957,0.5721133407663613,-1.6839193923780569,-0.25001310388263565,0.3181818181818182,0.07017543859649122,0.543859649122807,1.4581254048160615,0.572320024192556,0.9097983843601948,D6,B1,ramp_pacing,P1,20,lactate_selection,electrical
W0042,0,1,0.6875131910114387,1.0381217845395132,1.0681810866507155,-0.06588047471577049,0.1621629976670144,-0.9839869946591472,-1.1737980193669044,0.17647058823529413,0.17307692307692307,0.5,-1.1350391364042207,1.439841548387335,0.9607763957638213,D1,B1,baseline,P2,28,lactate_selection,drug_pulse
W0043,0,0,-0.8069246479003351,-0.797344794241423,-0.4760577148335923,-1.7665826371996778,-0.14122496232483778,0.7577647799615997,-0.4210843845278706,0.7777777777777778,0.2,0.62,-1.3447803860617435,-0.8907478087143526,-0.9118228225658814,D2,B1,baseline,P2,25,fatty_acid,none
W0044,0,0,-0.04205011502061926,-0.12543206025159406,-0.32696067802683,0.19079202203714796,-0.1442289768172752,-1.1895409119283538,-0.5286149037905897,0.7142857142857143,0.09836065573770492,0.5573770491803278,-1.3447803860617435,-0.5953560563427605,-1.0287666950936056,D3,B1,baseline,P2,20,fatty_acid,none
W0045,0,0,-1.3239333200147372,-1.185105878576642,-0.7016746754930244,-2.062212259776101,-1.0061464456335147,0.8299247669820807,1.3666104982148348,0.625,0.13043478260869565,0.6956521739130435,-1.6307911810492746,-1.2643092410535652,-1.0389145292253212,D4,B1,baseline,P2,20,standard,none
W0046,0,1,-0.06855612066600363,-0.005182715132950378,-0.047334046735721606,0.3583741021179239,-0.5343756747427704,-0.11159125414229996,0.25239623611758066,0.5263157894736842,0.14666666666666667,0.6,-0.010063342786598407,1.022454181347664,0.8542858009416117,D5,B1,high_calcium,P2,26,standard,none
W0047,0,1,0.16542100056554282,0.6054005870157594,0.41341629364852533,-0.03394219031148209,-0.70215612253425,-1.6132062221399412,0.25239623611758066,0.3684210526315789,0.14,0.48,0.27594745220093275,0.6605956181400113,1.0343588399822727,D6,B1,high_calcium,P2,20,fatty_acid,none
W0048,0,0,-0.12030332993002557,0.1804762286695413,-0.14215618071830569,-0.2449082211793653,-0.5890481539584765,-0.8275315175219797,-0.7503965997699479,0.625,0.13725490196078433,0.5490196078431373,0.3140822248659369,-0.5513871272313593,-1.1647491382828707,D1,B2,high_calcium,P3,28,standard,electrical
W0049,0,1,1.0279674063841224,1.0977164224525306,0.9412455837541662,1.5474729527601294,0.0867780494586536,-1.6679209375730533,-0.6318442022828,0.12,0.1076923076923077,0.5076923076923077,-1.2494434543992332,1.1195194801912831,0.9171064745710947,D2,B2,baseline,P3,22,lactate_selection,none
W0050,0,0,-2.094500669555457,-1.9073383313478378,-1.9092631745400166,-1.295692710583475,-2.2886196517794093,1.965478134157071,2.995077496664668,0.38461538461538464,0.125,0.796875,-0.010063342786598407,-1.7055919361697476,-0.9992478370255788,D3,B2,high_calcium,P3,22,standard,none
W0051,0,1,0.5487063379695368,0.7910942584596254,0.9999808380826498,-0.864817844088202,0.5596400891522757,-1.7391640566265854,-1.1737980193669044,0.12,0.15625,0.453125,-1.0206348184092082,0.7142992953197037,0.9392163462832307,D4,B2,baseline,P3,32,fatty_acid,electrical
W0052,0,0,-0.13108478279728042,0.17526655729217902,-0.19320780384271688,0.4740865471859151,-0.9516211764203014,0.35131260817276333,-0.2705416575600638,0.6666666666666666,0.18571428571428572,0.6,0.6954299515159784,-0.3479744834181271,-1.0618915441387007,D5,B2,high_calcium,P3,22,lactate_selection,electrical
W0053,0,0,-0.013841116812858625,-0.15686934234089392,0.07075599209770801,0.4143425597724096,-0.29763092147761183,-0.19062362087901716,0.3895302991449352,0.3076923076923077,0.08,0.66,-0.9252978867466978,-0.8016679379386767,-1.080754347486908,D6,B2,baseline,P3,27,lactate_selection,electrical
W0054,0,0,-0.46145034777936955,-0.15824313304673784,-0.7441866082469943,0.03293511308488114,-0.9783544946547872,0.30512486137857814,-0.6092627932376291,0.8333333333333334,0.07272727272727272,0.7090909090909091,1.0386429055010156,-0.18804329007422757,-0.9367123666334647,D1,B2,ramp_pacing,P4,21,fatty_acid,none
W0055,0,0,-0.8785041696171764,-0.7209206948488149,-0.8279325664760108,-0.8363880456733812,-0.9327932294220723,0.10226103232176081,0.9432090786178783,0.6875,0.16176470588235295,0.6029411764705882,0.7526321105134847,-1.0768344581145013,-0.9853579563142542,D2,B2,ramp_pacing,P4,20,standard,none
W0056,0,0,-0.5885548461943853,-0.3059185633677613,-0.3397153464897421,-0.376236815183817,-1.29363474289379,-0.6648178212993255,1.084342885150197,0.5238095238095238,0.1,0.6,0.27594745220093275,-0.8322707551249626,-0.8796339648271859,D3,B2,high_calcium,P4,25,fatty_acid,none
W0057,0,1,1.0514225302964832,1.1349878875581305,1.2256038405277498,0.37266226422006066,1.0356846924071021,-0.9019149215094798,-0.7503965997699479,0.25,0.12,0.56,0.3712843838634431,1.5006302971371275,0.9884027765480741,D4,B2,high_calcium,P4,20,lactate_selection,none
W0058,0,0,-1.0853932967985347,-1.3784751529119852,-1.4933890446323288,-0.7151953078157087,-0.09265378186874017,1.1052906665710036,1.9054850322473251,0.45454545454545453,0.1917808219178082,0.6575342465753424,1.0767776781660197,-0.9766969096945176,-1.0491175700098805,D5,B2,ramp_pacing,P4,26,standard,electrical
W0059,0,0,-0.8608767179201156,-0.7028713916080072,-0.4997792908791515,-1.3717350507628738,-0.5571067061473083,1.2319589803819069,0.7617513273620397,0.5,0.14,0.72,-1.0206348184092082,-1.1163894604323468,-1.0476679969090703,D6,B2,baseline,P4,19,fatty_acid,electrical
W0060,0,0,-0.9206484879031102,-0.5901114831914889,-0.3829649287402679,-1.0562538724350887,-1.6496664859131287,0.15590291019736108,-0.044727567108353704,0.75,0.17307692307692307,0.5961538461538461,-1.0206348184092082,-0.6069150979834143,-1.084483967963136,D1,B3,baseline,P5,26,fatty_acid,electrical
W0061,0,1,0.7543077371608063,0.8976083070128348,0.9855105811623012,0.7335708253499014,0.03479207385083555,-0.8519997425178675,-0.7974412019473875,0.3888888888888889,0.07017543859649122,0.6140350877192983,-0.9252978867466978,0.6949309336869834,1.0297498287716924,D2,B3,baseline,P5,33,lactate_selection,electrical
W0062,0,0,-0.7210889258043359,-0.968884500142502,-0.836186097077589,-0.3346571029121865,-0.41747310421982003,1.0441288100855506,-0.044727567108353704,0.8333333333333334,0.11688311688311688,0.7272727272727273,1.0386429055010156,-1.373039567022767,-0.942663512194689,D3,B3,ramp_pacing,P5,21,fatty_acid,none
W0063,0,1,0.18965833782771485,0.11142573865954329,0.04968960331783445,0.14462491746289696,0.5549658856255434,0.008025300918680051,0.7079860677306803,0.2777777777777778,0.0945945945945946,0.6621621621621622,-1.516386863054262,0.2666758878087162,0.9818392274319419,D4,B3,baseline,P5,23,standard,drug_pulse
W0064,0,0,-1.1909057569514447,-1.3737036234950784,-1.3764409111550768,-0.7538723532460808,-0.8004246068232711,1.0287328944874894,0.673771811601633,0.7272727272727273,0.11428571428571428,0.7285714285714285,1.133979837163526,-1.0244299568372675,-0.8320469472398208,D5,B3,ramp_pacing,P5,32,lactate_selection,none
W0065,0,0,-0.39184093411163456,-0.512374789892805,-0.5467046436996543,0.2916645033518972,-0.6128965041317931,0.5822513421436933,-0.2705416575600638,0.7333333333333333,0.14285714285714285,0.6623376623376623,1.0767776781660197,-0.9437649265601383,-1.0038864049007727,D6,B3,ramp_pacing,P5,23,standard,electrical
W0066,0,1,0.49884738384672644,0.4446533366645327,0.20912997571995806,0.6602279307388111,0.47834015456509726,-0.700741624361469,-0.4963557480117739,0.3,0.15151515151515152,0.5454545454545454,0.3712843838634431,0.8787468590737845,0.8515212033240008,D1,B3,high_calcium,P6,23,lactate_selection,none
W0067,0,0,0.23453060771784368,-0.5967017364956144,-0.3118382242902659,1.343187471891032,0.9125775353241621,0.5206676797514455,0.3895302991449352,0.6923076923076923,0.12307692307692308,0.676923076923077,0.10434097520841402,-1.0845929309510327,-0.9968338478910912,D2,B3,high_calcium,P6,23,standard,drug_pulse
W0068,0,1,0.8487763278747716,0.6011812615868168,0.7798591768667003,1.2060158496541786,0.29512747833432723,-2.358368537086139,-0.7367384894603687,0.3548387096774194,0.05714285714285714,0.5,0.27594745220093275,1.171702174498503,0.923247624962352,D3,B3,high_calcium,P6,32,fatty_acid,none
W0069,0,1,0.8141338748316695,1.181493913730906,0.8018488045378394,0.9951282541789738,-0.17335036377125662,-1.2317891478888237,-0.7503965997699479,0.25,0.10869565217391304,0.5434782608695652,1.3627884731535511,1.0051445599140278,0.9723876982817574,D4,B3,ramp_pacing,P6,28,fatty_acid,electrical
W0070,0,0,0.4576600983926484,0.10932636212648586,0.021139729993330934,0.21364748097435893,1.3029964294865646,-0.9019149215094798,-0.32699518017299134,0.5,0.14,0.54,1.3627884731535511,0.12731430768905674,-1.1733711700608283,D5,B3,ramp_pacing,P6,30,fatty_acid,electrical
W0071,0,0,-2.134962396145809,-1.6812443000620376,-1.744480076204867,-2.77852690571464,-1.681353299764975,2.101315014485805,1.8370565199892306,0.5555555555555556,0.05333333333333334,0.88,-1.3447803860617435,-1.0243788163700385,-1.1571494284549861,D6,B3,baseline,P6,26,fatty_acid,none
W0072,0,1,1.0700505190096794,1.0379995545115095,0.5407141294342648,1.6313933172572557,0.7452244197109605,-1.3582150011592085,-0.4607008916246619,0.3684210526315789,0.1320754716981132,0.5094339622641509,0.27594745220093275,0.7128768185937374,0.8861596460164584,D1,B1,high_calcium,P1,32,fatty_acid,none
W0073,0,0,0.0636369773217717,0.09099452800921007,-0.09131451004536562,-0.724186396762432,0.7557102385440153,-0.6327776726222781,-0.25001310388263565,0.5,0.12162162162162163,0.581081081081081,-1.2494434543992332,-0.3442563353559255,-1.0910363087556914,D2,B1,baseline,P1,27,lactate_selection,none
W0074,0,1,0.9025349782596213,0.8957621029471389,0.7048869541099323,0.4994227548843369,1.194448614586208,-0.2573071803131229,-1.1737980193669044,0.5294117647058824,0.171875,0.5625,-1.3447803860617435,0.4889180017149612,0.9677389407480992,D3,B1,baseline,P1,22,fatty_acid,none
W0075,0,0,-0.8640492301961165,-0.4990277901792588,-0.5655962767622184,-1.1532063983699217,-0.9999434428958204,0.31449628826435494,1.5359710660536177,0.6,0.14492753623188406,0.6376811594202898,-1.230376068066731,-0.7391798623030245,-1.0542709673369595,D4,B1,baseline,P1,29,fatty_acid,drug_pulse
W0076,0,0,-0.3780124098212198,-0.8050881500017144,-0.5603610180691506,-0.08007505193118054,0.33348587173175104,0.9948618801717526,0.5198076590209217,0.75,0.04,0.8,1.0386429055010156,-0.6625759475084539,-1.0617464141371045,D5,B1,ramp_pacing,P1,30,fatty_acid,none
W0077,0,0,-0.0700579764133153,0.39777286839890397,0.06542571811693774,-0.5369682534639475,-0.3999916591504067,0.25722645729571847,-0.7503965997699479,0.5,0.1111111111111111,0.6666666666666666,-1.0206348184092082,-0.7862849739723794,-1.0250238525488502,D6,B1,baseline,P1,33,fatty_acid,electrical
W0078,0,0,-0.34512219982042175,-0.30614388062368714,-0.5559032256008303,-0.5353066381692667,0.186997919964858,0.14268679535844547,0.9432090786178783,0.625,0.2028985507246377,0.5652173913043478,0.867036428508497,-0.9568304070745527,-1.1547965201535846,D1,B1,ramp_pacing,P2,31,standard,drug_pulse
W0079,0,1,0.41212454789344083,0.7456061357970263,0.5253672155352704,-0.11822064052898695,0.2217100705665357,-0.07207507077394004,-0.7753025656285923,0.35294117647058826,0.20588235294117646,0.5441176470588235,-1.2494434543992332,0.41242791202045515,0.8699744483595686,D2,B1,baseline,P2,24,lactate_selection,none
W0080,0,0,-0.37186749119514584,-0.5164798595176247,-0.6972567400134797,-0.3399178928334353,0.08579983078332429,-1.2395986702936381,1.1825229244770277,0.5652173913043478,0.16666666666666666,0.48484848484848486,-0.010063342786598407,-1.282594426221952,-1.0883560684983276,D3,B1,high_calcium,P2,27,standard,none
W0081,0,1,0.9861026114987376,1.3262271685474665,1.5363038222797518,0.16488075163391724,0.6395137940508255,0.7210314264079134,-1.1737980193669044,0.07692307692307693,0.14084507042253522,0.676056338028169,1.0767776781660197,0.9152793696151571,0.8929180285039657,D4,B1,ramp_pacing,P2,32,standard,electrical
W0082,0,0,-0.29856628662715,-0.32801897855081236,-0.3814375073415487,-0.921207952170281,0.4052529533704145,-0.7071565891939958,0.8186792493246559,0.6470588235294118,0.10714285714285714,0.5892857142857143,-0.9252978867466978,-0.669644465740757,-1.0519089363963217,D5,B1,baseline,P2,22,lactate_selection,electrical
W0083,0,1,0.8631212885262006,0.9122201282495911,0.9074240217905278,0.26588229828193416,0.9405418705937644,-1.1112993736431216,-0.6526885798629579,0.34615384615384615,0.07792207792207792,0.5844155844155844,-1.6307911810492746,1.562941052208134,0.9997328519059085,D6,B1,baseline,P2,19,standard,none
W0084,0,0,-1.3898147615882035,-1.286495238171722,-1.132675068592159,-2.1884262099432066,-0.5594675582204337,0.5206676797514455,1.9875992469570376,0.5333333333333333,0.08,0.72,0.27594745220093275,-1.0380084876658946,-0.9950839389813487,D1,B2,high_calcium,P3,27,fatty_acid,none
W0085,0,1,-0.0040026075234952845,0.13680800530132922,-0.2718099074830013,0.03239626559945381,-0.2194263771610177,-1.4990483590757926,-0.15763461233420875,0.55,0.2222222222222222,0.4074074074074074,0.6954299515159784,0.5645348892399423,0.9884418179118044,D2,B2,high_calcium,P3,19,lactate_selection,electrical
W0086,0,1,0.5130145444917943,0.6705244695459234,0.47873077017576987,-0.5302767010576968,1.0695289889129114,-1.0099591697065111,-0.13157914035901133,0.34615384615384615,0.11392405063291139,0.5569620253164557,-0.010063342786598407,0.29263781486071927,0.9716824726293349,D3,B2,high_calcium,P3,20,standard,none
W0087,0,0,-2.8636614616421916,-3.082470652791119,-2.85957992809442,-2.130346707892309,-2.685893769295204,2.891638681852985,-1.1737980193669044,1.0,0.0625,0.9375,0.27594745220093275,-1.590276828201412,-1.0016153081003971,D4,B2,high_calcium,P3,30,fatty_acid,none
W0088,0,0,0.2995981156763715,0.1764109194701561,0.4336903125077353,0.30458908869277296,0.2550762421240835,0.25722645729571847,-0.4963557480117739,0.7,0.15555555555555556,0.6222222222222222,1.0767776781660197,-1.1414870833752366,-0.9083298213564754,D5,B2,ramp_pacing,P3,29,standard,electrical
W0089,0,1,0.024348075024777885,0.28403884985866384,-0.3016070512214643,-0.22661836374510436,0.10221272030810817,-1.3069558010351596,0.4201837955863437,0.47058823529411764,0.08333333333333333,0.5625,-1.3447803860617435,0.3455068481310021,0.8888828282697419,D6,B2,baseline,P3,24,fatty_acid,none
